Город,Регион,Федеральный округ,lat,lng
Приозерск,Ленинградская область,Северо-Западный,"61,036554","30,119838"
Светогорск,Ленинградская область,Северо-Западный,"61,111193","28,87268"
Сертолово,Ленинградская область,Северо-Западный,"60,141613","30,211879"
Сланцы,Ленинградская область,Северо-Западный,"59,11779","28,088136"
СосновыйБор,Ленинградская область,Северо-Западный,"56,120211","93,335434"
Сясьстрой,Ленинградская область,Северо-Западный,"60,141954","32,556743"
Тихвин,Ленинградская область,Северо-Западный,"59,644209","33,542096"
Тосно,Ленинградская область,Северо-Западный,"59,540664","30,877719"
Шлиссельбург,Ленинградская область,Северо-Западный,"59,934943","31,026597"
Апатиты,Мурманская область,Северо-Западный,"67,568041","33,407115"
Гаджиево,Мурманская область,Северо-Западный,"69,249049","33,315262"
Заозёрск,Мурманская область,Северо-Западный,"69,400373","32,450139"
Заполярный,Мурманская область,Северо-Западный,"69,426103","30,820739"
Кандалакша,Мурманская область,Северо-Западный,"67,151252","32,412823"
Кировск,Мурманская область,Северо-Западный,"67,612101","33,668165"
Ковдор,Мурманская область,Северо-Западный,"67,562914","30,474025"
Кола,Мурманская область,Северо-Западный,"68,878636","33,026247"
Мончегорск,Мурманская область,Северо-Западный,"67,938931","32,937116"
Мурманск,Мурманская область,Северо-Западный,"68,970682","33,074981"
Оленегорск,Мурманская область,Северо-Западный,"68,142161","33,26696"
Островной,Мурманская область,Северо-Западный,"68,05439","39,514105"
ПолярныеЗори,Мурманская область,Северо-Западный,"54,605443","86,280901"
Полярный,Мурманская область,Северо-Западный,"69,198909","33,451033"
Североморск,Мурманская область,Северо-Западный,"69,076153","33,416215"
Снежногорск,Мурманская область,Северо-Западный,"69,192168","33,238303"
Нарьян-Мар,Ненецкий АО,Северо-Западный,"67,63805","53,006926"
Боровичи,Новгородская область,Северо-Западный,"58,388219","33,914025"
Валдай,Новгородская область,Северо-Западный,"57,980199","33,246667"
ВеликийНовгород,Новгородская область,Северо-Западный,"55,603969","31,197214"
МалаяВишера,Новгородская область,Северо-Западный,"55,205024","67,248601"
Окуловка,Новгородская область,Северо-Западный,"58,377145","33,298679"
Пестово,Новгородская область,Северо-Западный,"58,599071","35,798098"
Сольцы,Новгородская область,Северо-Западный,"58,120168","30,309355"
СтараяРусса,Новгородская область,Северо-Западный,"45,044521","41,969083"
Холм,Новгородская область,Северо-Западный,"57,145202","31,178781"
Чудово,Новгородская область,Северо-Западный,"59,12119","31,670285"
ВеликиеЛуки,Псковская область,Северо-Западный,"55,603969","31,197214"
Гдов,Псковская область,Северо-Западный,"58,744393","27,819585"
Дно,Псковская область,Северо-Западный,"57,826914","29,962992"
Невель,Псковская область,Северо-Западный,"56,02022","29,923969"
Новоржев,Псковская область,Северо-Западный,"57,029623","29,332419"
Новосокольники,Псковская область,Северо-Западный,"56,340749","30,152761"
Опочка,Псковская область,Северо-Западный,"56,714151","28,658881"
Остров,Псковская область,Северо-Западный,"57,345188","28,343806"
Печоры,Псковская область,Северо-Западный,"57,813934","27,609064"
Порхов,Псковская область,Северо-Западный,"57,764855","29,553145"
Псков,Псковская область,Северо-Западный,"57,81925","28,332065"
Пустошка,Псковская область,Северо-Западный,"56,337526","29,36678"
Пыталово,Псковская область,Северо-Западный,"57,063925","27,92396"
Себеж,Псковская область,Северо-Западный,"56,277398","28,484814"
Санкт-Петербург,Санкт-Петербург,Северо-Западный,"59,939095","30,315868"
Буйнакск,Дагестан,Северо-Кавказский,"42,821749","47,115927"
ДагестанскиеОгни,Дагестан,Северо-Кавказский,"54,222727","55,03127"
Дербент,Дагестан,Северо-Кавказский,"42,057669","48,288776"
Избербаш,Дагестан,Северо-Кавказский,"42,565141","47,871078"
Каспийск,Дагестан,Северо-Кавказский,"42,890833","47,635674"
Кизилюрт,Дагестан,Северо-Кавказский,"43,204637","46,866878"
Кизляр,Дагестан,Северо-Кавказский,"43,84738","46,711685"
Махачкала,Дагестан,Северо-Кавказский,"42,98306","47,504682"
Хасавюрт,Дагестан,Северо-Кавказский,"43,246265","46,590044"
Южно-Сухокумск,Дагестан,Северо-Кавказский,"44,660166","45,649966"
Карабулак,Ингушетия,Северо-Кавказский,"43,305594","44,909404"
Магас,Ингушетия,Северо-Кавказский,"43,171501","44,81624"
Малгобек,Ингушетия,Северо-Кавказский,"43,509645","44,590188"
Назрань,Ингушетия,Северо-Кавказский,"43,225727","44,764641"
Сунжа,Ингушетия,Северо-Кавказский,"43,320353","45,047682"
Баксан,Кабардино-Балкария,Северо-Кавказский,"43,681939","43,534613"
Майский,Кабардино-Балкария,Северо-Кавказский,"44,605753","40,093069"
Нальчик,Кабардино-Балкария,Северо-Кавказский,"43,485259","43,607072"
Нарткала,Кабардино-Балкария,Северо-Кавказский,"43,556734","43,862022"
Прохладный,Кабардино-Балкария,Северо-Кавказский,"43,758962","44,010083"
Терек,Кабардино-Балкария,Северо-Кавказский,"43,483865","44,140267"
Тырныауз,Кабардино-Балкария,Северо-Кавказский,"43,398084","42,921423"
Чегем,Кабардино-Балкария,Северо-Кавказский,"43,567114","43,586626"
Карачаевск,Карачаево-Черкесия,Северо-Кавказский,"43,773167","41,914313"
Теберда,Карачаево-Черкесия,Северо-Кавказский,"43,443841","41,741423"
Усть-Джегута,Карачаево-Черкесия,Северо-Кавказский,"44,083895","41,971042"
Черкесск,Карачаево-Черкесия,Северо-Кавказский,"44,226863","42,04677"
Алагир,Северная Осетия — Алания,Северо-Кавказский,"43,041711","44,219875"
Ардон,Северная Осетия — Алания,Северо-Кавказский,"43,175598","44,295621"
Беслан,Северная Осетия — Алания,Северо-Кавказский,"43,19376","44,533792"
Владикавказ,Северная Осетия — Алания,Северо-Кавказский,"43,02115","44,68196"
Дигора,Северная Осетия — Алания,Северо-Кавказский,"43,156732","44,155035"
Моздок,Северная Осетия — Алания,Северо-Кавказский,"43,735413","44,653878"
Благодарный,Ставропольский край,Северо-Кавказский,"45,095649","43,440021"
Будённовск,Ставропольский край,Северо-Кавказский,"44,781528","44,165024"
Георгиевск,Ставропольский край,Северо-Кавказский,"44,148599","43,473896"
Ессентуки,Ставропольский край,Северо-Кавказский,"44,044526","42,85891"
Железноводск,Ставропольский край,Северо-Кавказский,"44,132058","43,030533"
Зеленокумск,Ставропольский край,Северо-Кавказский,"44,403288","43,884148"
Изобильный,Ставропольский край,Северо-Кавказский,"45,368536","41,708644"
Ипатово,Ставропольский край,Северо-Кавказский,"45,717419","42,911147"
Кисловодск,Ставропольский край,Северо-Кавказский,"43,905225","42,716796"
Лермонтов,Ставропольский край,Северо-Кавказский,"44,105344","42,973175"
МинеральныеВоды,Ставропольский край,Северо-Кавказский,"48,92173","40,394849"
Михайловск,Ставропольский край,Северо-Кавказский,"45,129667","42,028803"
Невинномысск,Ставропольский край,Северо-Кавказский,"44,638287","41,936061"
Нефтекумск,Ставропольский край,Северо-Кавказский,"44,750586","44,994088"
Новоалександровск,Ставропольский край,Северо-Кавказский,"45,493304","41,215388"
Новопавловск,Ставропольский край,Северо-Кавказский,"43,957369","43,631901"
Пятигорск,Ставропольский край,Северо-Кавказский,"44,03929","43,07084"
Светлоград,Ставропольский край,Северо-Кавказский,"45,328573","42,856628"
Ставрополь,Ставропольский край,Северо-Кавказский,"45,044521","41,969083"
Аргун,Чечня,Северо-Кавказский,"56,694538","60,834315"
Грозный,Чечня,Северо-Кавказский,"43,317776","45,694909"
Гудермес,Чечня,Северо-Кавказский,"43,35188","46,103535"
Курчалой,Чечня,Северо-Кавказский,"43,20463","46,088955"
Урус-Мартан,Чечня,Северо-Кавказский,"43,127617","45,540614"
Шали,Чечня,Северо-Кавказский,"43,1488","45,900991"
Горно-Алтайск,Алтай,Сибирский,"51,958182","85,960373"
Алейск,Алтайский край,Сибирский,"52,492167","82,779448"
Барнаул,Алтайский край,Сибирский,"53,346785","83,776856"
Белокуриха,Алтайский край,Сибирский,"51,99606","84,984004"
Бийск,Алтайский край,Сибирский,"52,539297","85,21382"
Горняк,Алтайский край,Сибирский,"50,997775","81,464198"
Заринск,Алтайский край,Сибирский,"53,706332","84,931488"
Змеиногорск,Алтайский край,Сибирский,"51,158015","82,18727"
Камень-на-Оби,Алтайский край,Сибирский,"53,791486","81,354558"
Новоалтайск,Алтайский край,Сибирский,"53,412021","83,93107"
Рубцовск,Алтайский край,Сибирский,"51,501207","81,2078"
Славгород,Алтайский край,Сибирский,"52,999375","78,64594"
Яровое,Алтайский край,Сибирский,"52,923446","78,569601"
Бабушкин,Бурятия,Сибирский,"51,715833","105,864363"
Гусиноозёрск,Бурятия,Сибирский,"51,285526","106,529323"
Закаменск,Бурятия,Сибирский,"50,372602","103,286764"
Кяхта,Бурятия,Сибирский,"50,355214","106,449903"
Северобайкальск,Бурятия,Сибирский,"55,635996","109,335597"
Улан-Удэ,Бурятия,Сибирский,"51,834464","107,584574"
Балей,Забайкальский край,Сибирский,"51,582284","116,637948"
Борзя,Забайкальский край,Сибирский,"50,387629","116,523485"
Краснокаменск,Забайкальский край,Сибирский,"50,09372","118,033256"
Могоча,Забайкальский край,Сибирский,"53,736206","119,76608"
Нерчинск,Забайкальский край,Сибирский,"51,95948","116,585415"
Петровск-Забайкальский,Забайкальский край,Сибирский,"51,274889","108,846689"
Сретенск,Забайкальский край,Сибирский,"52,246252","117,71192"
Хилок,Забайкальский край,Сибирский,"51,363401","110,459012"
Чита,Забайкальский край,Сибирский,"52,033973","113,499432"
Алзамай,Иркутская область,Сибирский,"55,555072","98,664357"
Ангарск,Иркутская область,Сибирский,"52,544358","103,88824"
Байкальск,Иркутская область,Сибирский,"51,522821","104,149928"
Бирюсинск,Иркутская область,Сибирский,"55,960876","97,820453"
Братск,Иркутская область,Сибирский,"56,151362","101,63408"
Вихоревка,Иркутская область,Сибирский,"56,120718","101,170396"
Железногорск-Илимский,Иркутская область,Сибирский,"56,584843","104,114283"
Зима,Иркутская область,Сибирский,"53,92072","102,049065"
Иркутск,Иркутская область,Сибирский,"52,287054","104,281047"
Киренск,Иркутская область,Сибирский,"57,775723","108,110816"
Нижнеудинск,Иркутская область,Сибирский,"54,901233","99,026387"
Саянск,Иркутская область,Сибирский,"53,139472","91,4792"
Свирск,Иркутская область,Сибирский,"53,066567","103,342244"
Слюдянка,Иркутская область,Сибирский,"51,656501","103,718845"
Тайшет,Иркутская область,Сибирский,"55,940502","98,002982"
Усолье-Сибирское,Иркутская область,Сибирский,"52,756648","103,638769"
Усть-Илимск,Иркутская область,Сибирский,"54,55712","100,578038"
Усть-Кут,Иркутская область,Сибирский,"56,792838","105,775699"
Черемхово,Иркутская область,Сибирский,"53,136911","103,090096"
Шелехов,Иркутская область,Сибирский,"52,210209","104,097395"
Анжеро-Судженск,Кемеровская область,Сибирский,"56,083175","86,018216"
Белово,Кемеровская область,Сибирский,"54,422114","86,303692"
Берёзовский,Кемеровская область,Сибирский,"56,910173","60,798203"
Гурьевск,Кемеровская область,Сибирский,"54,285935","85,947635"
Калтан,Кемеровская область,Сибирский,"53,521083","87,27716"
Кемерово,Кемеровская область,Сибирский,"55,354727","86,088374"
Киселёвск,Кемеровская область,Сибирский,"54,006025","86,636679"
Ленинск-Кузнецкий,Кемеровская область,Сибирский,"54,663609","86,162243"
Мариинск,Кемеровская область,Сибирский,"56,206952","87,742263"
Междуреченск,Кемеровская область,Сибирский,"53,686596","88,070372"
Мыски,Кемеровская область,Сибирский,"53,712509","87,805747"
Новокузнецк,Кемеровская область,Сибирский,"53,757547","87,136044"
Осинники,Кемеровская область,Сибирский,"53,598748","87,337069"
Полысаево,Кемеровская область,Сибирский,"54,605443","86,280901"
Прокопьевск,Кемеровская область,Сибирский,"53,884487","86,750055"
Салаир,Кемеровская область,Сибирский,"54,235127","85,803007"
Тайга,Кемеровская область,Сибирский,"56,065138","85,631024"
Таштагол,Кемеровская область,Сибирский,"52,763912","87,848309"
Топки,Кемеровская область,Сибирский,"55,276508","85,615223"
Юрга,Кемеровская область,Сибирский,"55,713557","84,933869"
Артёмовск,Красноярский край,Сибирский,"54,347336","93,435749"
Ачинск,Красноярский край,Сибирский,"56,269496","90,495231"
Боготол,Красноярский край,Сибирский,"56,210117","89,531258"
Бородино,Красноярский край,Сибирский,"55,905442","94,902177"
Дивногорск,Красноярский край,Сибирский,"55,957721","92,380148"
Дудинка,Красноярский край,Сибирский,"69,403081","86,190854"
Енисейск,Красноярский край,Сибирский,"58,453069","92,173769"
Железногорск,Красноярский край,Сибирский,"52,337971","35,351743"
Заозёрный,Красноярский край,Сибирский,"55,961818","94,709228"
Зеленогорск,Красноярский край,Сибирский,"56,113246","94,589006"
Игарка,Красноярский край,Сибирский,"67,466954","86,567715"
Иланский,Красноярский край,Сибирский,"56,238552","96,065297"
Канск,Красноярский край,Сибирский,"56,205045","95,705055"
Кодинск,Красноярский край,Сибирский,"58,603398","99,179748"
Красноярск,Красноярский край,Сибирский,"56,010563","92,852572"
Лесосибирск,Красноярский край,Сибирский,"58,221728","92,503657"
Минусинск,Красноярский край,Сибирский,"53,710564","91,687268"
Назарово,Красноярский край,Сибирский,"56,012345","90,417688"
Норильск,Красноярский край,Сибирский,"69,349033","88,201176"
Сосновоборск,Красноярский край,Сибирский,"56,120211","93,335434"
Ужур,Красноярский край,Сибирский,"55,320155","89,844006"
Уяр,Красноярский край,Сибирский,"55,813172","94,328297"
Шарыпово,Красноярский край,Сибирский,"55,539064","89,180151"
Барабинск,Новосибирская область,Сибирский,"55,350412","78,341923"
Бердск,Новосибирская область,Сибирский,"54,758288","83,107135"
Болотное,Новосибирская область,Сибирский,"55,672001","84,385447"
Искитим,Новосибирская область,Сибирский,"54,642582","83,306382"
Карасук,Новосибирская область,Сибирский,"53,734294","78,042389"
Каргат,Новосибирская область,Сибирский,"55,194476","80,283039"
Куйбышев,Новосибирская область,Сибирский,"53,195538","50,101783"
Купино,Новосибирская область,Сибирский,"54,366046","77,297254"
Новосибирск,Новосибирская область,Сибирский,"55,030199","82,92043"
Обь,Новосибирская область,Сибирский,"54,994594","82,693758"
Татарск,Новосибирская область,Сибирский,"55,214532","75,97409"
Тогучин,Новосибирская область,Сибирский,"55,238013","84,402865"
Черепаново,Новосибирская область,Сибирский,"54,228417","83,372201"
Чулым,Новосибирская область,Сибирский,"55,091258","80,963288"
Исилькуль,Омская область,Сибирский,"54,911844","71,266945"
Калачинск,Омская область,Сибирский,"55,052608","74,581782"
Называевск,Омская область,Сибирский,"55,567066","71,348718"
Омск,Омская область,Сибирский,"54,989342","73,368212"
Тюкалинск,Омская область,Сибирский,"55,870506","72,195506"
Асино,Томская область,Сибирский,"56,997514","86,153906"
Кедровый,Томская область,Сибирский,"57,560963","79,566965"
Колпашево,Томская область,Сибирский,"58,311384","82,902679"
Северск,Томская область,Сибирский,"56,603185","84,880913"
Стрежевой,Томская область,Сибирский,"60,732862","77,604002"
Томск,Томская область,Сибирский,"56,48464","84,947649"
Ак-Довурак,Тыва,Сибирский,"51,178493","90,598474"
Кызыл,Тыва,Сибирский,"51,719086","94,437757"
Туран,Тыва,Сибирский,"52,144916","93,917309"
Чадан,Тыва,Сибирский,"51,284472","91,578913"
Шагонар,Тыва,Сибирский,"51,534705","92,919972"
Абаза,Хакасия,Сибирский,"52,651657","90,088572"
Абакан,Хакасия,Сибирский,"53,721152","91,442387"
Саяногорск,Хакасия,Сибирский,"53,100762","91,412195"
Сорск,Хакасия,Сибирский,"54,002606","90,253323"
Черногорск,Хакасия,Сибирский,"53,827013","91,306005"
Далматово,Курганская область,Уральский,"56,258608","62,939311"
Катайск,Курганская область,Уральский,"56,283235","62,58365"
Курган,Курганская область,Уральский,"55,441004","65,341118"
Куртамыш,Курганская область,Уральский,"54,912459","64,433505"
Макушино,Курганская область,Уральский,"55,205024","67,248601"
Петухово,Курганская область,Уральский,"55,065035","67,887375"
Шадринск,Курганская область,Уральский,"56,087042","63,629747"
Шумиха,Курганская область,Уральский,"55,228726","63,28571"
Щучье,Курганская область,Уральский,"55,208831","62,747853"
Алапаевск,Свердловская область,Уральский,"57,853038","61,702672"
Артёмовский,Свердловская область,Уральский,"57,338402","61,894651"
Асбест,Свердловская область,Уральский,"57,005274","61,458114"
Берёзовский,Свердловская область,Уральский,"56,910173","60,798203"
Богданович,Свердловская область,Уральский,"56,776502","62,046295"
ВерхнийТагил,Свердловская область,Уральский,"53,876143","59,216953"
ВерхняяПышма,Свердловская область,Уральский,"53,876143","59,216953"
ВерхняяСалда,Свердловская область,Уральский,"53,876143","59,216953"
ВерхняяТура,Свердловская область,Уральский,"53,876143","59,216953"
Верхотурье,Свердловская область,Уральский,"58,862216","60,810213"
Волчанск,Свердловская область,Уральский,"59,934934","60,078796"
Дегтярск,Свердловская область,Уральский,"56,698463","60,086674"
Екатеринбург,Свердловская область,Уральский,"56,838011","60,597465"
Заречный,Свердловская область,Уральский,"53,19611","45,169071"
Ивдель,Свердловская область,Уральский,"60,697349","60,41729"
Ирбит,Свердловская область,Уральский,"57,683819","63,057664"
Каменск-Уральский,Свердловская область,Уральский,"56,414927","61,918708"
Камышлов,Свердловская область,Уральский,"56,846578","62,712288"
Карпинск,Свердловская область,Уральский,"59,766534","60,001227"
Качканар,Свердловская область,Уральский,"58,70511","59,483959"
Кировград,Свердловская область,Уральский,"57,432415","60,062896"
Краснотурьинск,Свердловская область,Уральский,"59,763761","60,193493"
Красноуральск,Свердловская область,Уральский,"58,35369","60,055961"
Красноуфимск,Свердловская область,Уральский,"56,617744","57,770692"
Кушва,Свердловская область,Уральский,"58,282566","59,764682"
Михайловск,Свердловская область,Уральский,"45,129667","42,028803"
Невьянск,Свердловская область,Уральский,"57,491225","60,218251"
НижниеСерги,Свердловская область,Уральский,"54,901233","99,026387"
НижнийТагил,Свердловская область,Уральский,"54,901233","99,026387"
НижняяСалда,Свердловская область,Уральский,"54,901233","99,026387"
НижняяТура,Свердловская область,Уральский,"54,901233","99,026387"
НоваяЛяля,Свердловская область,Уральский,"59,704642","30,788966"
Новоуральск,Свердловская область,Уральский,"57,247235","60,095604"
Первоуральск,Свердловская область,Уральский,"56,905839","59,943249"
Полевской,Свердловская область,Уральский,"56,446499","60,177072"
Ревда,Свердловская область,Уральский,"56,800079","59,908718"
Реж,Свердловская область,Уральский,"57,373772","61,391639"
Североуральск,Свердловская область,Уральский,"60,153281","59,952556"
Среднеуральск,Свердловская область,Уральский,"56,991837","60,477136"
СухойЛог,Свердловская область,Уральский,"54,101752","35,339319"
Сысерть,Свердловская область,Уральский,"56,502281","60,810025"
Тавда,Свердловская область,Уральский,"58,041871","65,272595"
Талица,Свердловская область,Уральский,"56,595192","37,661689"
Туринск,Свердловская область,Уральский,"58,039442","63,698144"
Заводоуковск,Тюменская область,Уральский,"56,508808","66,539174"
Ишим,Тюменская область,Уральский,"56,11055","69,479639"
Тобольск,Тюменская область,Уральский,"58,201698","68,253762"
Тюмень,Тюменская область,Уральский,"57,153033","65,534328"
Ялуторовск,Тюменская область,Уральский,"56,654689","66,312206"
Белоярский,Ханты-Мансийский АО — Югра,Уральский,"63,716043","66,667588"
Когалым,Ханты-Мансийский АО — Югра,Уральский,"62,264069","74,482761"
Лангепас,Ханты-Мансийский АО — Югра,Уральский,"61,253701","75,180725"
Лянтор,Ханты-Мансийский АО — Югра,Уральский,"61,620663","72,155352"
Мегион,Ханты-Мансийский АО — Югра,Уральский,"61,03289","76,102612"
Нефтеюганск,Ханты-Мансийский АО — Югра,Уральский,"61,088212","72,616331"
Нижневартовск,Ханты-Мансийский АО — Югра,Уральский,"60,939716","76,569628"
Нягань,Ханты-Мансийский АО — Югра,Уральский,"62,145759","65,433654"
Покачи,Ханты-Мансийский АО — Югра,Уральский,"61,742253","75,59412"
Пыть-Ях,Ханты-Мансийский АО — Югра,Уральский,"60,758589","72,836526"
Радужный,Ханты-Мансийский АО — Югра,Уральский,"62,134265","77,458439"
Сургут,Ханты-Мансийский АО — Югра,Уральский,"61,254035","73,396221"
Урай,Ханты-Мансийский АО — Югра,Уральский,"60,129632","64,803944"
Ханты-Мансийск,Ханты-Мансийский АО — Югра,Уральский,"61,00318","69,018902"
Югорск,Ханты-Мансийский АО — Югра,Уральский,"61,314917","63,331964"
Аша,Челябинская область,Уральский,"54,990628","57,278469"
Бакал,Челябинская область,Уральский,"54,938064","58,809171"
Верхнеуральск,Челябинская область,Уральский,"53,876143","59,216953"
ВерхнийУфалей,Челябинская область,Уральский,"53,876143","59,216953"
Еманжелинск,Челябинская область,Уральский,"54,752147","61,317223"
Златоуст,Челябинская область,Уральский,"55,172871","59,671841"
Карабаш,Челябинская область,Уральский,"55,490789","60,203042"
Карталы,Челябинская область,Уральский,"53,053681","60,647753"
Касли,Челябинская область,Уральский,"55,893652","60,765918"
Катав-Ивановск,Челябинская область,Уральский,"54,752074","58,198443"
Копейск,Челябинская область,Уральский,"55,116732","61,61797"
Коркино,Челябинская область,Уральский,"54,892493","61,393049"
Куса,Челябинская область,Уральский,"55,338597","59,438603"
Кыштым,Челябинская область,Уральский,"55,707877","60,538949"
Магнитогорск,Челябинская область,Уральский,"53,407158","58,980282"
Миасс,Челябинская область,Уральский,"55,045635","60,107731"
Миньяр,Челябинская область,Уральский,"55,070912","57,548458"
Нязепетровск,Челябинская область,Уральский,"56,053673","59,609678"
Озёрск,Челябинская область,Уральский,"55,763184","60,707599"
Сатка,Челябинская область,Уральский,"55,040492","59,028881"
Сим,Челябинская область,Уральский,"54,990716","57,689969"
Снежинск,Челябинская область,Уральский,"56,085209","60,732536"
Троицк,Челябинская область,Уральский,"54,083217","61,559759"
Трёхгорный,Челябинская область,Уральский,"54,817842","58,446423"
Усть-Катав,Челябинская область,Уральский,"54,930289","58,1747"
Чебаркуль,Челябинская область,Уральский,"54,977785","60,37012"
Челябинск,Челябинская область,Уральский,"55,159897","61,402554"
Южноуральск,Челябинская область,Уральский,"54,442455","61,268229"
Юрюзань,Челябинская область,Уральский,"54,854646","58,422662"
Губкинский,Ямало-Ненецкий АО,Уральский,"51,18651","37,380687"
Лабытнанги,Ямало-Ненецкий АО,Уральский,"66,660595","66,383963"
Муравленко,Ямало-Ненецкий АО,Уральский,"63,795285","74,494448"
Надым,Ямало-Ненецкий АО,Уральский,"65,535924","72,531341"
НовыйУренгой,Ямало-Ненецкий АО,Уральский,"47,757738","39,93643"
Ноябрьск,Ямало-Ненецкий АО,Уральский,"63,201801","75,450938"
Салехард,Ямало-Ненецкий АО,Уральский,"66,529844","66,614399"
Тарко-Сале,Ямало-Ненецкий АО,Уральский,"64,911819","77,761055"
Алексеевка,Белгородская область,Центральный,"50,629961","38,688095"
Белгород,Белгородская область,Центральный,"50,59566","36,587223"
Бирюч,Белгородская область,Центральный,"50,648389","38,400553"
Валуйки,Белгородская область,Центральный,"50,211194","38,099914"
Грайворон,Белгородская область,Центральный,"50,486223","35,666351"
Губкин,Белгородская область,Центральный,"51,283644","37,534748"
Короча,Белгородская область,Центральный,"50,811036","37,194942"
НовыйОскол,Белгородская область,Центральный,"47,757738","39,93643"
СтарыйОскол,Белгородская область,Центральный,"52,585277","32,760346"
Шебекино,Белгородская область,Центральный,"50,400498","36,887916"
Брянск,Брянская область,Центральный,"53,243562","34,363443"
